year,iso_j,iso_i,X_ij_G,X_ij_H,X_ij_L,Y_G_i,Y_H_i,Y_L_i,Y_G_j,Y_H_j,Y_L_j,X_ji_G,X_ji_H,X_ji_L,gdp_lcu_i,gdp_lcu_j,rgrowth_i,rgrowth_j,employmentH_i,employmentL_i,NH_hat_i,NL_hat_i,employmentH_j,employmentL_j,NH_hat_j,NL_hat_j,pair,alpha_rank,country_i,er_i,country_j,er_j,ppi_G_i,ppi_H_i,ppi_L_i,ppi_G_j,ppi_H_j,ppi_L_j,M_i_G,M_i_H,M_i_L,M_j_G,M_j_H,M_j_L,X_i_G,X_i_H,X_i_L,X_j_G,X_j_H,X_j_L,Y_G_usd_i,Y_H_usd_i,Y_L_usd_i,Y_G_usd_j,Y_H_usd_j,Y_L_usd_j,X_ii_G,X_ii_H,X_ii_L,X_jj_G,X_jj_H,X_jj_L,worldppi,gdp_usd_world,va_usd_i,va_usd_j,va_usd_world,gdp_usd_i,gdp_usd_j,hr_G,ln_hr_G,hr_H,ln_hr_H,hr_L,ln_hr_L,betaNHG_i,betaNLG_i,betaNHH_i,betaNLH_i,betaNHL_i,betaNLL_i,betaKG_i,betaKH_i,betaKL_i,betaIGG_i,betaIGH_i,betaIGL_i,betaIHG_i,betaIHH_i,betaIHL_i,betaILG_i,betaILH_i,betaILL_i,betaNHG_j,betaNLG_j,betaNHH_j,betaNLH_j,betaNHL_j,betaNLL_j,betaKG_j,betaKH_j,betaKL_j,betaIGG_j,betaIGH_j,betaIGL_j,betaIHG_j,betaIHH_j,betaIHL_j,betaILG_j,betaILH_j,betaILL_j,io_year_i,io_year_j,date,betaNHG_world,betaNHH_world,betaNHL_world,betaNLG_world,betaNLH_world,betaNLL_world,betaKG_world,betaKH_world,betaKL_world,betaIGG_world,betaIGH_world,betaIGL_world,betaIHG_world,betaIHH_world,betaIHL_world,betaILG_world,betaILH_world,betaILL_world,C_G_j,I_G_j,C_H_j,I_H_j,C_L_j,I_L_j,code_i,code_j
2005,AUS,AUS,0,0,0,699966.58,409959.04,740404.11,699966.58,409959.04,740404.11,0,0,0,1850329.7,1850329.7,0.10890127,0.10890127,5576134,4452741.9,1.0500676,0.99759347,5576134,4452741.9,1.0500676,0.99759347,AUSAUS,3,australia,0.763844,australia,0.763844,139.73821,138.93894,118.32316,139.73821,138.93894,118.32316,119311.57,9655.1765,22474.954,119311.57,9655.1765,22474.954,114672.56,10872.206,23798.448,114672.56,10872.206,23798.448,534665.27,313144.75,565553.23,534665.27,313144.75,565553.23,419992.71,302272.55,541754.79,419992.71,302272.55,541754.79,302.66475,87525634,676492.63,676492.63,43347211,1413363.3,1413363.3,0,0,0,0,0,0,0.0825163,0.06589221,0.24625677,0.19664482,0.13446431,0.10737455,0.21324829,0.17162675,0.27215513,0.28424429,0.06497079,0.12213253,0.03308956,0.14812981,0.1040212,0.09783298,0.08727051,0.16969446,0.0825163,0.06589221,0.24625677,0.19664482,0.13446431,0.10737455,0.21324829,0.17162675,0.27215513,0.28424429,0.06497079,0.12213253,0.03308956,0.14812981,0.1040212,0.09783298,0.08727051,0.16969446,2005,2005,150,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,103555.93,150785.55,127299.82,13807.918,270701.3,39752.862,1,1
2006,AUS,AUS,0,0,0,764824.49,459539.06,781874.3,764824.49,459539.06,781874.3,0,0,0,2006237.9,2006237.9,0.06936365,0.06936365,5850820.6,4437300.4,1.0492611,0.99653216,5850820.6,4437300.4,1.0492611,0.99653216,AUSAUS,3,australia,0.75335,australia,0.75335,145.97073,149.28576,123.84044,145.97073,149.28576,123.84044,128754.59,9966.7142,23053.841,128754.59,9966.7142,23053.841,127105.45,10954.92,23854.13,127105.45,10954.92,23854.13,576180.53,346193.75,589025,576180.53,346193.75,589025,449075.08,335238.83,565170.88,449075.08,335238.83,565170.88,328.74921,95929115,723227.1,723227.1,46869213,1511399.3,1511399.3,0,0,0,0,0,0,0.08497186,0.06444321,0.24664493,0.18705712,0.14184184,0.10757377,0.20852855,0.18222908,0.26627632,0.28210843,0.06666645,0.11863745,0.03082874,0.1517883,0.09806695,0.09611285,0.08930107,0.16323814,0.08497186,0.06444321,0.24664493,0.18705712,0.14184184,0.10757377,0.20852855,0.18222908,0.26627632,0.28210843,0.06666645,0.11863745,0.03082874,0.1517883,0.09806695,0.09611285,0.08930107,0.16323814,2006,2006,151,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,106002.39,166748.68,139804.82,14837.731,282415.57,42375.019,1,1
2007,AUS,AUS,0,0,0,815845.53,501661.39,854334.19,815845.53,501661.39,854334.19,0,0,0,2171841.1,2171841.1,0.20499015,0.20499015,6138502.3,4419899.7,1.0491695,0.99607853,6138502.3,4419899.7,1.0491695,0.99607853,AUSAUS,3,australia,0.838561,australia,0.838561,149.59103,154.53846,130.36612,149.59103,154.53846,130.36612,158408.85,13594.074,31611.226,158408.85,13594.074,31611.226,151034.9,14047.101,30277.198,151034.9,14047.101,30277.198,684136.24,420673.68,716411.33,684136.24,420673.68,716411.33,533101.34,406626.58,686134.13,533101.34,406626.58,686134.13,363.66499,1.09E+08,873935.04,873935.04,52756189,1821221.3,1821221.3,0,0,0,0,0,0,0.08963136,0.06453718,0.25037483,0.18027714,0.14234511,0.10249261,0.20421734,0.18119912,0.27352458,0.31041696,0.07635922,0.13323144,0.03321828,0.17113713,0.11150999,0.10316191,0.10090628,0.18239904,0.08963136,0.06453718,0.25037483,0.18027714,0.14234511,0.10249261,0.20421734,0.18119912,0.27352458,0.31041696,0.07635922,0.13323144,0.03321828,0.17113713,0.11150999,0.10316191,0.10090628,0.18239904,2007,2007,152,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,125205.73,208253.1,165974.43,19888.314,341335.1,55943.99,1,1
2008,AUS,AUS,0,0,0,885554.68,556751.64,916642.5,885554.68,556751.64,916642.5,0,0,0,2358948.8,2358948.8,0.10778763,0.10778763,6452368.2,4408844.5,1.0511307,0.99749877,6452368.2,4408844.5,1.0511307,0.99749877,AUSAUS,3,australia,0.855265,australia,0.855265,155.50239,162.08393,135.13336,155.50239,162.08393,135.13336,178261.91,13603.097,32114.498,178261.91,13603.097,32114.498,194043.29,15616.708,33582.166,194043.29,15616.708,33582.166,757383.92,476170.2,783972.25,757383.92,476170.2,783972.25,563340.63,460553.49,750390.08,563340.63,460553.49,750390.08,406.34299,1.23E+08,969504.51,969504.51,58371736,2017526.4,2017526.4,0,0,0,0,0,0,0.09147866,0.06250653,0.25356479,0.17325851,0.14491053,0.09901605,0.20482366,0.18401135,0.27508057,0.31058966,0.08127406,0.13976837,0.03372374,0.17900545,0.11121704,0.10463544,0.10576419,0.18512049,0.09147866,0.06250653,0.25356479,0.17325851,0.14491053,0.09901605,0.20482366,0.18401135,0.27508057,0.31058966,0.08127406,0.13976837,0.03372374,0.17900545,0.11121704,0.10463544,0.10576419,0.18512049,2008,2008,153,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,138954.1,212915.26,185224.07,20350.354,373007.13,54115.324,1,1
2009,AUS,AUS,0,0,0,953909.74,589667.97,944588.14,953909.74,589667.97,944588.14,0,0,0,2488165.9,2488165.9,-0.02410416,-0.02410416,6635211,4300209.7,1.0283373,0.97535981,6635211,4300209.7,1.0283373,0.97535981,AUSAUS,3,australia,0.791304,australia,0.791304,168.55432,166.31119,139.64111,168.55432,166.31119,139.64111,151413.36,12357.316,29050.415,151413.36,12357.316,29050.415,157015.91,14011.417,29669.157,157015.91,14011.417,29669.157,754832.6,466606.62,747456.37,754832.6,466606.62,747456.37,597816.68,452595.21,717787.22,597816.68,452595.21,717787.22,418.92484,1.14E+08,951503.77,951503.77,55504276,1968895.6,1968895.6,0,0,0,0,0,0,0.0918874,0.05955125,0.25999427,0.16849952,0.14972357,0.09703425,0.22032311,0.18016585,0.27083928,0.30209518,0.07013697,0.11102042,0.03184988,0.16791703,0.10139402,0.10296905,0.0996972,0.16443661,0.0918874,0.05955125,0.25999427,0.16849952,0.14972357,0.09703425,0.22032311,0.18016585,0.27083928,0.30209518,0.07013697,0.11102042,0.03184988,0.16791703,0.10139402,0.10296905,0.0996972,0.16443661,2009,2009,154,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,142879.68,202134.63,185425.38,19434.73,377801.79,48018.702,1,1
2010,AUS,AUS,0,0,0,1034708.3,636123.58,999150.09,1034708.3,636123.58,999150.09,0,0,0,2669982,2669982,0.24691515,0.24691515,6902739.7,4240559.9,1.0403195,0.98612861,6902739.7,4240559.9,1.0403195,0.98612861,AUSAUS,3,australia,0.919499,australia,0.919499,181.60625,170.53845,144.14885,181.60625,170.53845,144.14885,187229.28,15853.001,37007.613,187229.28,15853.001,37007.613,222616.35,16295.564,34821.363,222616.35,16295.564,34821.363,951413.25,584914.99,918717.51,951413.25,584914.99,918717.51,728796.9,568619.43,883896.15,728796.9,568619.43,883896.15,441.05702,1.26E+08,1199482.2,1199482.2,60349019,2455045.8,2455045.8,0,0,0,0,0,0,0.09133075,0.05610722,0.26068758,0.16014819,0.15039174,0.09239015,0.23800112,0.18902589,0.27538944,0.3417543,0.08128554,0.12604359,0.03553995,0.19663517,0.11682013,0.11781805,0.11696544,0.19123227,0.09133075,0.05610722,0.26068758,0.16014819,0.15039174,0.09239015,0.23800112,0.18902589,0.27538944,0.3417543,0.08128554,0.12604359,0.03553995,0.19663517,0.11682013,0.11781805,0.11696544,0.19123227,2010,2010,155,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,173758.86,248325.61,234543.89,23871.432,465658.72,59444.904,1,1
2011,AUS,AUS,0,0,0,1059802.8,665441.66,1030593.2,1059802.8,665441.66,1030593.2,0,0,0,2755837.6,2755837.6,0.15867622,0.15867622,7163137.3,4168414.8,1.0377238,0.98298691,7163137.3,4168414.8,1.0377238,0.98298691,AUSAUS,3,australia,1.03221,australia,1.03221,194.65818,174.76571,148.6566,194.65818,174.76571,148.6566,236782.28,20166.942,47383.747,236782.28,20166.942,47383.747,266449.83,19352.91,41015.462,266449.83,19352.91,41015.462,1093939,686875.54,1063788.6,1093939,686875.54,1063788.6,827489.19,667522.63,1022773.1,827489.19,667522.63,1022773.1,469.18224,1.42E+08,1393680.3,1393680.3,67396394,2844603.1,2844603.1,0,0,0,0,0,0,0.09582402,0.05576247,0.26858895,0.15629886,0.15461155,0.08997246,0.2359773,0.18521347,0.27304287,0.37834777,0.09322723,0.14240967,0.03952831,0.22137917,0.13080691,0.1306686,0.1329127,0.21536624,0.09582402,0.05576247,0.26858895,0.15629886,0.15461155,0.08997246,0.2359773,0.18521347,0.27304287,0.37834777,0.09322723,0.14240967,0.03952831,0.22137917,0.13080691,0.1306686,0.1329127,0.21536624,2011,2011,156,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,198084.73,304242.78,274190.01,30403.25,535021.26,75210.077,1,1
1995,BRA,AUS,322.9936,0.00840458,0.17951358,391730.6,200193.81,422907.73,509046.03,241713.97,404462.84,160.37524,0,0.19724951,1014832.1,1155222.8,0,0,3907204.2,4381615.8,1,1,29058188,44487034,1,1,AUSBRA,1,australia,0.741497,brazil,1.09202,100,100,100,100,100,100,52252.446,5456.6487,12780.04,51757.526,2994.4209,8872.6269,56545.975,6755.7797,10623.548,48202.819,2175.056,5541.1991,290467.06,148443.11,313584.81,555888.45,263956.48,441681.51,233921.09,141687.33,302961.26,507685.63,261781.43,436140.31,100,55182309,352145.03,672761.73,28492990,752494.98,1261526.4,335.296,5.8150137,0,0,0.22577517,-1.4882156,0.08038988,0.0901508,0.21189472,0.23762292,0.11064116,0.12407518,0.18577453,0.14679985,0.27592057,0.25234238,0.04721107,0.15602027,0.03534949,0.13162215,0.12453076,0.08648835,0.08589378,0.17419226,0.06171849,0.09448878,0.1493049,0.2285804,0.126528,0.19370979,0.21525794,0.26358218,0.35207698,0.43536592,0.05895937,0.1318712,0.0958049,0.12457092,0.13940923,0.09543513,0.08944924,0.13889885,1995,1995,140,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,163137.28,112927.24,167042.67,1430.7216,274306.43,13701.413,1,2
1996,BRA,AUS,301.06804,0.01008741,0.15866361,406505.07,207506.14,445320.18,589493.06,280568.21,502603.16,326.56409,0,1.0397128,1059331.4,1372664.4,0.10219907,0.08301117,4005243.1,4349306.9,1.0250918,0.99262626,29461697,42523948,1.0138863,0.95587286,AUSBRA,1,australia,0.782946,brazil,0.995325,101.21665,102.02345,100.6154,110.55781,116.78932,109.86118,56507.783,6075.7261,13647.668,54040.543,3075.7272,8983.7042,63406.58,7667.2029,12069.924,47773.711,2041.0863,5347.3981,318271.52,162466.1,348661.66,586737.18,279256.55,500253.49,254864.94,154798.9,336591.73,538963.47,277215.47,494906.09,108.05823,56556389,391906.4,739391.96,29146973,829399.27,1366247.2,455.97514,6.1224383,0,0,0.49249863,-0.7082636,0.08052785,0.08744546,0.2233364,0.24252174,0.1165897,0.12660515,0.183815,0.14602799,0.2745892,0.26424472,0.05113071,0.16870061,0.03532273,0.1325656,0.12799731,0.0876925,0.08921314,0.18379091,0.06582429,0.0950084,0.15854334,0.22883573,0.12640452,0.18244772,0.2034552,0.26354968,0.37854843,0.40100116,0.05391466,0.12282159,0.0828665,0.10910607,0.12916234,0.08157593,0.07463983,0.12698421,1996,1996,141,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,174483.21,117883.37,178971.52,1411.4478,317967.18,13458.641,1,2
1997,BRA,AUS,302.57787,0.01230572,0.14191185,425144.28,224640.29,469311.89,651435.02,307464.76,571869.21,235.9297,0,2.3225946,1119096.5,1530769,0.00395345,0.03979565,4134596.7,4342378.3,1.0322961,0.99840695,30965221,42163015,1.0510332,0.99151224,AUSBRA,1,australia,0.744063,brazil,0.928042,100.99125,102.93733,102.35172,117.23056,124.94775,121.03652,60522.116,6879.9382,15312.582,60419.315,3266.008,9632.2857,65944.671,7402.8733,12310.126,51586.677,2130.19,5729.685,316334.13,167146.53,349197.61,604559.06,285340.21,530718.64,250389.46,159743.66,336887.48,552972.38,283210.02,524988.96,144.82972,56598550,394570.54,770856.21,29078015,832678.26,1420617.9,397.05767,5.9840815,0,0,0.71668561,-0.33311802,0.08067766,0.08473207,0.22382085,0.23506883,0.11582506,0.12164578,0.18955303,0.14903816,0.27991722,0.26172303,0.05100591,0.14703805,0.03334475,0.13157943,0.11873117,0.0836036,0.08463121,0.17500052,0.06640994,0.09042543,0.15864253,0.21601162,0.12612569,0.17173588,0.21141052,0.26784772,0.38969332,0.37154803,0.04916533,0.11597347,0.0796467,0.10115232,0.1265606,0.07538097,0.06818439,0.12128307,1997,1997,142,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,178542.77,125212.92,182904.81,1449.8766,336713.99,14087.094,1,2
1998,BRA,AUS,212.52826,0.00919219,0.11910546,448093.3,246787.89,500111.94,660053.64,329265.73,611499.59,349.97148,0,4.2526389,1194993.1,1600819,-0.09673411,-0.02833452,4289980.5,4351634.5,1.0375814,1.0021316,31833348,40911513,1.0280356,0.97031753,AUSBRA,1,australia,0.629401,brazil,0.862287,101.08283,104.86378,103.06195,120.46435,130.84942,127.77581,55993.49,5971.6418,12859.444,57841.175,3344.6139,9276.6704,54421.96,6263.8454,10860.614,50721.022,2102.3194,5717.5404,282030.37,155328.54,314770.96,569155.68,283921.56,527288.15,227608.41,149064.7,303910.34,518434.66,281819.24,521570.61,164.85696,56060688,351456.97,746739.56,28868950,752129.87,1380365.4,411.60205,6.020057,0,0,0.93234984,-0.07004717,0.08102798,0.08219249,0.22671853,0.22997685,0.11593885,0.11760509,0.18484266,0.137609,0.27787605,0.22777653,0.04653098,0.12026629,0.02880749,0.11906913,0.10011058,0.07401979,0.07306736,0.14735606,0.07020881,0.09023081,0.16525617,0.21238357,0.12935755,0.16624746,0.20855368,0.25579027,0.38121751,0.33937132,0.04703188,0.11045804,0.07380674,0.09720253,0.12249942,0.06991426,0.06579841,0.11960132,1998,1998,143,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,167132.66,118085.32,180408.83,1470.3013,330623.4,13844.642,1,2
1999,BRA,AUS,240.75496,0.01116518,0.1847651,466066.84,272193.97,524839.34,732549.35,352811.09,664350.09,309.21811,0,5.6106438,1263100.2,1749710.5,0.08374928,-0.29736282,4465550.8,4367989.2,1.0409257,1.0037583,34623966,42017042,1.0876633,1.0270225,AUSBRA,1,australia,0.645333,brazil,0.554318,104.24433,107.41229,103.15044,136.33221,138.95918,138.62725,64216.035,6712.4228,14441.16,49313.82,2687.2143,8008.8546,61104.007,7716.1967,13837.527,48156.029,1976.1137,5426.8021,300768.31,175655.75,338696.14,406065.29,195569.54,368261.21,239664.3,167939.56,324858.62,357909.26,193593.43,362834.41,177.25682,58306396,382442.57,514319.25,29949424,815120.21,969896.04,333.43016,5.8094334,0,0,1.0760275,0.07327599,0.08121254,0.07943824,0.2213636,0.21652734,0.12041828,0.11778743,0.1945241,0.14772641,0.27183898,0.23240897,0.0502904,0.11811701,0.0299221,0.12987599,0.09976464,0.07809109,0.07625033,0.1480963,0.06782417,0.08230632,0.17326779,0.21026476,0.131385,0.15943896,0.20708237,0.25134697,0.37474819,0.22225153,0.02912136,0.07078847,0.04877038,0.06049918,0.07740834,0.04782293,0.04159267,0.07920225,1999,1999,144,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,117143.91,78291.066,124920.24,1050.6861,229446.83,9611.8483,1,2
2000,BRA,AUS,366.82995,0.00871407,0.17311107,480718.31,297921.11,562668.82,883561.36,371019.29,748986.64,329.06529,0,3.6182643,1341308.2,2003567.3,-0.04172969,0.1305896,4641877.8,4370284.6,1.0394861,1.0005255,36795868,42176479,1.0627283,1.0037946,AUSBRA,1,australia,0.582346,brazil,0.547301,108.92248,112.7766,106.94532,159.18602,142.15143,154.83404,63614.05,6438.7831,13518.961,57576.631,3638.6887,10216.716,68194.68,7749.1899,14329.875,55805.097,2173.8415,6433.3405,279944.39,173493.17,327667.94,483574.01,203059.23,409921.14,211749.71,165743.98,313338.06,427768.92,200885.39,403487.8,191.70362,60817362,365788.02,559147.93,30886319,781105.49,1096554.4,493.81768,6.2021664,0,0,0.89809275,-0.10748193,0.0826617,0.07782522,0.22543118,0.21224135,0.12061347,0.11355645,0.19928343,0.15597924,0.2604705,0.20432492,0.04751152,0.10613419,0.02601253,0.11806612,0.08504595,0.07269643,0.07241112,0.13535589,0.06890645,0.07898255,0.17370162,0.19910178,0.12961007,0.14856278,0.19822102,0.23180088,0.37806959,0.22798793,0.02647473,0.07265582,0.05460431,0.06014703,0.08465997,0.04950838,0.03901592,0.08308694,2000,2000,145,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,131221.65,95342.21,128513.12,1080.7962,245326.91,10540.233,1,2
2001,BRA,AUS,267.00176,0.01083599,0.1342082,514033.96,313457.7,594199.3,974270.2,403891.37,834978.98,307.33936,0,2.5128528,1421691,2213140.5,-0.05785015,-0.13536796,4794243.7,4335317.2,1.0328242,0.99199882,38189195,41355219,1.0378664,0.98052802,AUSBRA,1,australia,0.517636,brazil,0.428403,109.99627,115.29449,108.58283,177.04532,153.21425,171.54118,57806.17,5631.6906,11727.168,57096.265,3713.9807,10397.348,61926.529,6243.3656,12174.807,59306.571,2017.4311,6628.3853,266082.49,162256.99,307578.95,417380.28,173028.27,357707.5,204155.96,156013.62,295404.14,358073.71,171010.84,351079.11,213.56081,60202726,347752.11,479213.82,30695233,735918.42,948116.05,379.3773,5.9385312,0,0,0.63309263,-0.45713854,0.08223526,0.07436334,0.22806526,0.20623383,0.12325342,0.11145505,0.2053725,0.16438427,0.26694283,0.18342085,0.04248738,0.09228096,0.02262239,0.10473032,0.07371522,0.06406713,0.06271323,0.11943662,0.069701,0.07547947,0.17867684,0.19348981,0.1360578,0.14733749,0.19805354,0.24289149,0.35828059,0.17894604,0.01920698,0.05786675,0.04006653,0.04554429,0.06524031,0.03870045,0.03155144,0.06874875,2001,2001,146,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,111440.88,80890.706,110378.57,893.7189,212141.94,9202.9021,1,2
2002,BRA,AUS,265.25007,0.00629281,0.14914986,544588.02,329629.99,630735.73,1126258.7,474668.23,938038.7,267.08687,0,1.9587129,1504953.7,2538965.6,0.11228205,-0.05323706,4953892.5,4413010.4,1.0333001,1.017921,40840610,41788457,1.0694284,1.010476,AUSBRA,1,australia,0.543903,brazil,0.353546,114.20754,120.6329,110.02908,201.73554,173.85873,186.45398,66931.357,6204.2247,12590.112,49695.868,3710.9785,8891.9816,62625.234,6625.962,13179.677,64480.947,2204.5461,6967.1028,296203.06,179286.74,343059.05,398184.25,167817.05,331639.83,233577.82,172660.78,329879.38,333703.3,165612.51,324672.73,234.20142,62263779,386739.56,450114.74,31978701,818548.85,897641.14,318.14014,5.762492,0,0,0.53621893,-0.62321274,0.08348903,0.07437342,0.22863334,0.20367041,0.12329198,0.10983056,0.19497114,0.17255273,0.27345619,0.19756553,0.0456801,0.09605739,0.02495064,0.1060933,0.07651994,0.06900552,0.06378551,0.12289789,0.06808443,0.06966456,0.17866095,0.18280739,0.13792226,0.14112322,0.20538298,0.25486183,0.35433526,0.14890894,0.01513095,0.04712588,0.03331007,0.03665933,0.05389522,0.03273262,0.02927422,0.05534165,2002,2002,147,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,99925.472,69248.023,106700.02,720.72891,195575.65,7418.1601,1,2
2003,BRA,AUS,291.16476,0.00701928,0.18017853,578533.46,355342.11,667508.67,1401770.9,530462.65,1060533,371.87131,0,2.1819381,1601384.2,2992766.5,0.27532615,0.09018595,5058786.7,4460043.7,1.0211741,1.0106579,43080003,40954978,1.0548325,0.9800548,AUSBRA,1,australia,0.651884,brazil,0.326987,116.97049,125.72448,112.24576,250.55752,192.40145,215.18803,80026.152,7966.4044,15245.891,50531.693,3888.568,9216.9486,69325.518,8724.2119,17523.181,73429.033,2294.6086,7583.6049,377136.71,231641.83,435138.22,458360.86,173454.39,346780.5,307811.19,222917.62,417615.04,384931.83,171159.78,339196.89,258.54699,70209292,498551.98,480876.08,35758543,1043916.8,978595.75,367.97258,5.9080084,0,0,0.56508086,-0.57078645,0.08294006,0.07312352,0.22986233,0.20265651,0.12431706,0.10960326,0.20105275,0.17490358,0.27894168,0.23716086,0.05703348,0.11038369,0.02854874,0.12880055,0.0899286,0.08205797,0.075526,0.14515999,0.0674723,0.06414407,0.18560482,0.17644941,0.14275257,0.13571095,0.20207746,0.25596105,0.35803831,0.14293,0.01403619,0.04266037,0.03247262,0.03263529,0.04917019,0.03317271,0.02389341,0.05067147,2003,2003,148,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,111449.45,71252.701,111945.95,775.3222,200233.65,8558.4061,1,2
2004,BRA,AUS,381.10746,0.00907869,0.19139048,645632.88,378892.07,705855.43,1661184.4,569776.4,1201814.3,650.58887,0,2.4454692,1730380.4,3432775.2,0.22094203,0.20114679,5310262,4463483.4,1.0497106,1.0007712,46864088,41388385,1.0878385,1.0105825,AUSBRA,1,australia,0.736579,brazil,0.342416,129.60735,131.95147,115.63508,276.68445,202.57934,232.20304,102255.33,8857.7763,20482.481,64962.339,4056.6998,10020.934,91498.877,9806.7378,21448.678,97363.762,2607.5755,9223.667,475559.62,279083.94,519918.29,568816.13,195100.55,411520.46,384060.74,269277.2,498469.61,471452.37,192492.98,402296.79,282.05166,79623724,604453.03,570560.09,40119767,1274561.9,1175437.1,551.69112,6.3129883,0,0,0.61460375,-0.48677753,0.08145836,0.06846895,0.23731751,0.19947467,0.12994828,0.10922663,0.20106367,0.17466657,0.2741511,0.27729244,0.06289007,0.12211187,0.03235822,0.14297746,0.10185818,0.09467473,0.08377677,0.16422106,0.07045646,0.06222417,0.19657669,0.17360824,0.14665362,0.12951829,0.19978605,0.23008567,0.36616443,0.15118427,0.01297541,0.04460418,0.03571612,0.03506332,0.05373457,0.03410801,0.02373714,0.05254997,2004,2004,149,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,131390.12,92537.941,125593.76,895.4933,233506.67,10943.278,1,2
